ObjId,ObjType,ObjTxt,DescrTxt,EntryDate,OrderNo,Norm,Supplier,StorageLocation
3288,11,C-87,"3/8"" Millstar Quad-Force High Feed Endmill - 1.0"" Flute Length - 2.5"" OAL",2024-12-17 03:00:00,MILL-QFM-0375-HSN,Millstar,Rocket Supply,ZTO_2
3290,11,C-88,9 TPI to 16 TPI - Size #13 Insert for Emuge Idexable Single Point Threadmill,2024-12-17 03:00:00,EMUG-GF643307.9514,Emuge-Franken,Rocket Supply,ZTO_2
3292,11,C-89,4.0 ISO Insert for Carmex Indexable Theadmill - 30mm Insert Length,2024-12-17 03:00:00,CARM-50600037,Carmex,Rocket Supply,ZTO_2
3294,11,C-90,M20x2.5 ISO OSG A-Brand Threadmill,2024-12-17 03:00:00,OSG-8331022,OSG,Rocket Supply,ZTO_2
3296,11,C-91,2.5 ISO Insert for Emuge Indexable Threadmill - 15mm Insert Length,2024-12-17 03:00:00,EMUG-GF603117.9517,Emuge-Franken,Rocket Supply,ZTO_2
3298,11,C-92,"5/16""-18 UNC OSG Form Tap",2024-12-17 03:00:00,OSG-1625056187,OSG,Rocket Supply,ZTO_2
3300,11,C-93,"0.531"" MTL Insert for Sumitomo SMD Drill",2024-12-17 03:00:00,SUMI-U101332,Sumitomo,Rocket Supply,ZTO_2
3302,11,C-94,"0.656"" MTL Insert for Sumitomo SMD Drill",2024-12-17 03:00:00,SUMI-SMDT06562MTL,Sumitomo,Rocket Supply,ZTO_2
3304,11,C-95,1.5mm Moldino Long Reach Ball Endmill - 20mm Neck Length - 60mm OAL,2024-12-17 03:00:00,HITA-EPDBEH2015-20-TH3,Moldino,Rocket Supply,ZTO_2
3306,11,C-96,"0.590"" Insert for Ingersoll Gold Twist Drill",2024-12-17 03:00:00,INGE-6164926,Ingersoll,Rocket Supply,ZTO_2
3308,11,C-97,10mm T06 90 Degree Ingersoll Chip Surfer Chamfer and Spotting Tip,2024-12-17 03:00:00,INGE-2923411,Ingersoll,Rocket Supply,ZTO_2
3310,11,C-98,"0.758"" MTL Insert for Sumitomo SMD Drill",2024-12-17 03:00:00,SMDT19250MTL,Sumitomo,Rocket Supply,ZTO_2
3312,11,C-99,"1"" MTL Insert for Sumitomo SMD Drill",2024-12-17 03:00:00,SUMI-U101376,Sumitomo,Rocket Supply,ZTO_2
3314,11,C-100,"3/8""-18 NPT Emuge Solid Threadmill",2024-12-17 03:00:00,EMUG-1573677/3,Emuge-Franken,Rocket Supply,ZTO_2
3316,11,C-101,"1.063"" MTL Insert for Sumitomo SMD Drill",2024-12-17 03:00:00,SUMI-SMDT2700MTL,Sumitomo,Rocket Supply,ZTO_2
3318,11,C-102,1.5mm Moldino Long Reach Ball Endmill - 10mm Neck Length - 50mm OAL,2024-12-17 03:00:00,HITA-EDBEH2015-10-TH3,Moldino,Rocket Supply,ZTO_2
3320,11,C-103,7 IPT Insert for Carmex Indexable Threadmill - 21mm Insert Length,2024-12-17 03:00:00,CARM-21I7UNMT7,Carmex,Rocket Supply,ZTO_2
3325,11,C-105,6 TPI Ingersoll RapidThread Threadmill Insert - 30mm Insert Length,2024-12-17 03:00:00,INGE-6198535,Ingersoll,Rocket Supply,ZTO_2
3327,11,C-106,3 ISO Insert for Carmex Indexable Threadmill - 21mm Insert Length,2024-12-17 03:00:00,CARM-21I30ISOMT7,Carmex,Rocket Supply,ZTO_2
3329,11,C-107,"5/16"" T06 Ingersoll Chip Surfer Bull Endmill Tip w/ .03r",2024-12-17 03:00:00,INGE-5840004,Ingersoll,Rocket Supply,ZTO_2
3331,11,C-108,"5/16"" T05 Ingersoll Chip Surfer Bull Endmill Tip w/ .06r",2024-12-17 03:00:00,INGE-2928001,Ingersoll,Rocket Supply,ZTO_2
3333,11,C-109,"1.015"" Allied TA Pro Carbide Insert",2024-12-17 03:00:00,ALLI-TAP2-25.78,Allied,Rocket Supply,ZTO_2
3335,11,C-110,"Insert Screw for 3"" Mitsubishi WJX Feedmill",2024-12-17 03:00:00,MITS-10596043,Mitsubishi,Rocket Supply,ZTO_2
3337,11,C-111,12 TPI Insert for Carmex Indexable Thraedmill - 21mm Insert Length,2024-12-17 03:00:00,CARM-21I12UNMT7,Carmex,Rocket Supply,ZTO_2
3339,11,C-112,"0.093"" Harvey Tool Long Reach Ball Endmill - 0.500"" Neck Length - 2.5"" OAL",2024-12-17 03:00:00,HARV-33493-C3,Harvey Tool,Rocket Supply,ZTO_2
3341,11,C-113,16 TPI Insert for Carmex Helical Indexable Threadmill,2024-12-17 03:00:00,CARM-H32I16UNMT7,Carmex,Rocket Supply,ZTO_2
3343,11,C-114,"1"" Flat Tip Insert for Sumitomo SMD Drill",2024-12-17 03:00:00,SUMI-SMDT1000MFS,Sumitomo,Rocket Supply,ZTO_2
3345,11,C-115,4 TPI to 9 TPI - Size #13 Insert for Emuge Idexable Single Point Threadmill,2024-12-17 03:00:00,EMUG-GF643307.9518,Emuge-Franken,Rocket Supply,ZTO_2
3347,11,C-116,"1/4""-20 UNC OSG Form Tap",2024-12-17 03:00:00,OSG-1625014204,OSG,Rocket Supply,ZTO_2
3379,11,C-117,"0.9844"" MTL Insert for Sumitomo SMD Drill",2024-12-17 03:00:00,SUMI-SMDT09844MTL,Sumitomo,,ZTO_2
3381,11,C-118,"1.339"" MTL Insert for Sumitomo SMD Drill",2024-12-17 03:00:00,SUMI-SMDT3400MTL,Sumitomo,,ZTO_2
3383,11,C-119,"1/2"" Garr Bull Endmill - .03r - 2"" Flute - 4"" OAL",2024-12-17 03:00:00,GARR-20797,Garr Tool,,ZTO_2
3385,11,C-120,"0.878"" MTL Insert for Sumitomo SMD Drill",2024-12-17 03:00:00,SUMI-SMDT2230MTL,Sumitomo,,ZTO_2
3387,11,C-121,"1.004"" MTL Insert for Sumitomo SMD Drill",2024-12-17 03:00:00,SUMI-SMDT2550MTL,Sumitomo,,ZTO_2
3389,11,C-123,"1.004"" MEL Insert for Sumitomo SMD Drill",2024-12-17 03:00:00,SUMI-SMDT1000MEL,Sumitomo,,ZTO_2
3391,11,C-124,"1.1094"" MTL Insert for Sumitomo SMD Drill",2024-12-17 03:00:00,SUMI-SMDT11094MTL,Sumitomo,,ZTO_2
3393,11,C-125,".886"" MTL Insert for Sumitomo SMD Drill",2024-12-17 03:00:00,SUMI-SMDT2250MTL,Sumitomo,,ZTO_2
3395,11,C-126,"1.456"" MTL Insert for Sumitomo SMD Drill",2024-12-17 03:00:00,SUMI-SMDT3700MTL,Sumitomo,,ZTO_2
3397,11,C-127,"1 1/2""-6 UNC OSG HY-PRO Cut Tap",2024-12-17 03:00:00,OSG-130144801,OSG,,ZTO_2
3399,11,C-128,"1 1/2""-6 UNC OSG A-Brand Form Tap",2024-12-17 03:00:00,OSG-1625011288,OSG,,ZTO_2
3401,11,C-129,"0.94"" Carmex Single Flute Indexable Threadmill - 5"" OAL - 21mm Insert Length",2024-12-17 03:00:00,CARM-SR0940K21,Carmex,,ZTO_2
3403,11,C-130,"0.82"" Carmex Single Flute Carbide Indexable Threadmill - 8"" OAL - 21mm Insert Length",2024-12-17 03:00:00,CARM-SR0820M21C,Carmex,,ZTO_2
3405,11,C-131,"1 1/4""-7 OSG A-Brand Form Tap",2024-12-17 03:00:00,OSG-1625012578,OSG,,ZTO_2
3407,11,C-132,"3/4"" Garr Bull Endmill - .03r - 2"" Flute - 5"" OAL",2024-12-17 03:00:00,GARR-63310,Garr Tool,,ZTO_2
3409,11,C-133,M16x2.0 ISO OSG Cut Tap,2024-12-17 03:00:00,OSG-1650002108,OSG,,ZTO_2
3411,11,C-134,"3/4"" Garr Bull Endmill - .06r - 3"" Flute - 6"" OAL",2024-12-17 03:00:00,GARR-21037,Garr Tool,,ZTO_2
3413,11,C-135,"1""-8 UNC OSG A-Brand Form Tap",2024-12-17 03:00:00,OSG-1625001088,OSG,,ZTO_2
3415,11,C-136,"3/4""-10 UNC OSG A-Brand Form Tap",2024-12-17 03:00:00,OSG-16250341001,OSG,,ZTO_2
3417,11,C-137,8mm Moldino Turbo Ball Endmill - 120mm Neck Length,2024-12-17 03:00:00,MOLD-EMBPE3080-120-09-ATH,Moldino,,ZTO_1
3419,11,C-138,"0.031"" Garr Square Endmill - .093"" Flute - 1.5"" OAL",2024-12-17 03:00:00,GARR-13017,Garr Tool,,ZTO_2
3421,11,C-139,3.5 ISO Insert for Ingersoll RapidThread Indexable Threadmill,2024-12-17 03:00:00,INGE-6198470,Ingersoll,,ZTO_2
3423,11,C-140,M16x2.0 ISO OSG A-Brand Solid Carbide Threadmill,2024-12-17 03:00:00,OSG-8331019,OSG,,ZTO_2
3425,11,C-141,"3/8""-16 UNC OSG A-Brand Solid Carbide Threadmill",2024-12-17 03:00:00,OSG-1662500617,OSG,,ZTO_2
3427,11,C-142,"1.5625"" Allied TA Pro Carbide Insert",2024-12-17 03:00:00,ALLI-TAP3-39.69,Allied,,ZTO_2
3429,11,C-143,"0.045"" Harvey Tool Ball Diameter - .135"" Flute Length - 1.5"" OAL",2024-12-17 03:00:00,HARV-74345-C3,Harvey Tool,,ZTO_2
3431,11,C-144,"0.093"" Garr Square Endmill - 0.375"" Flute Length - 1.5"" OAL",2024-12-17 03:00:00,GARR-13057,Garr Tool,,ZTO_2
3433,11,C-145,"3/8"" Garr Square Endmill - 0.875"" Flute Length - 2.5"" OAL",2024-12-17 03:00:00,GARR-13237,Garr Tool,,ZTO_2
3435,11,C-146,"0.025"" Richards Micro Tool Square Endmill - .038"" Flute Length - 1.5"" OAL",2024-12-17 03:00:00,RICH-879-C-.025,Richards Micro Tool,,ZTO_2
3437,11,C-147,"1/8"" Garr Bull Endmill - 0.01r - 1"" Flute Length - 3"" OAL",2024-12-17 03:00:00,GARR-20107,Garr Tool,,ZTO_2
3439,11,C-148,"0.059"" Horn Ball Endmill - 0.089"" Flute Length - 1.969"" OAL",2024-12-17 03:00:00,HORN-DSKMH.150.015 TS3E,Horn,,ZTO_2
3441,11,C-149,"1/8"" Garr Ball Endmill - 1/2"" Flute - 1.5"" OAL",2024-12-17 03:00:00,GARR-18077,Garr Tool,,ZTO_2
3443,11,C-150,"0.093"" Harvey Tool Square Endmill - 0.139"" Flute Length - 0.375"" Neck Length - 2.5"" OAL",2024-12-17 03:00:00,HARV-945593-C3,Harvey Tool,,ZTO_2
3445,11,C-151,"0.062"" Harvey Tool Bull Endmill - .003r - 0.312"" Neck Length - 2.5"" OAL",2024-12-17 03:00:00,HARV-968262-C3,Harvey Tool,,ZTO_2
3447,11,C-152,"0.705"" Insert for Iscar Sumocham Drill",2024-12-17 03:00:00,ISCA-5508580,Iscar,,ZTO_2
3449,11,C-153,"1/2"" Square Endmill - 1"" Flute Length - 3"" OAL",2024-12-17 03:00:00,GARR-13317,Garr Tool,,ZTO_2
3451,11,C-154,"0.045"" Harvey Tool Square Endmill - 0.135"" Flute Length - 1.5"" OAL",2024-12-17 03:00:00,HARV-73045-C3,Harvey Tool,,ZTO_2
3453,11,C-155,"1.102"" Allied TA Pro Carbide Insert",2024-12-17 03:00:00,ALLI-TAP2-28.00,Allied,,ZTO_2
3455,11,C-156,"0.059"" Horn Bull Endmill - .008r - 0.089"" Flute Length - 1.969"" OAL",2024-12-17 03:00:00,HORN-DSTMH.150.020.015 TS3E,Horn,,ZTO_2
3457,11,C-157,".02"" Harvey Tool Square Diamond Coated Endmill - .06"" Flute Length - 1.5"" OAL",2024-12-17 03:00:00,HARV-73020-C4,Harvey Tool,,ZTO_2
3459,11,C-158,"0.229"" OSG HY-PRO Carbide Drill - 5D",2024-12-17 03:00:00,OSG-HP245-2283,OSG,,ZTO_2
3461,11,C-159,6 TPI Insert for Carmex Indexable Threadmill - 30mm Insert Length,2024-12-17 03:00:00,CARM-30I6UNM17,Carmex,,ZTO_2
3463,11,C-160,"1/8"" Garr Ball Endmill - 1"" Flute Length - 3"" OAL",2024-12-17 03:00:00,GARR-44037,Garr Tool,,ZTO_2
3465,11,C-161,"1/2"" Garr Ball Endmill - 1/2"" Flute Length - 4"" OAL",2024-12-17 03:00:00,GARR-44247,Garr Tool,,ZTO_2
3467,11,C-162,15.8mm Insert for OSG Pheonix Drill,2024-12-17 03:00:00,OSG-7823073,OSG,,ZTO_2
3469,11,C-163,"3/16"" Garr Ball Endmill - 1"" Flute Length - 3"" OAL",2024-12-17 03:00:00,GARR-44047,Garr Tool,,ZTO_2
3471,11,C-164,8.36mm Insert for OSG Pheonix Drill,2024-12-17 03:00:00,OSG-7283068,OSG,,ZTO_2
3473,11,C-165,"0.790"" Carmex Single Flute Indexable Threadmill - 1.57"" Neck Length - 3.7"" OAL - 21mm Insert Length",2024-12-17 03:00:00,CARM-SR0790H21,Carmex,,ZTO_2
3475,11,C-166,"0.875"" Allied TA Pro Carbide Insert",2024-12-17 03:00:00,ALLI-TAP1-22.23,Allied,,ZTO_2
3477,11,C-167,6mm ATH80D Insert for Moldino IABPFN Ballmill,2024-12-17 03:00:00,MOLD-ZDFG06N-ST,Moldino,,ZTO_2
3479,11,C-168,"1.312"" Allied TA Pro Carbide Insert",2024-12-17 03:00:00,ALLI-TAP2-33.34,Allied,,ZTO_2
3481,11,C-169,Nine9 Spot Drill Body,2024-12-17 03:00:00,EVER-9916-14-5/8,Nine9,,ZTO_2
3483,11,C-170,4 TPI Insert for Ingersoll RapidThread Threadmills - 40mm Insert Length,2024-12-17 03:00:00,INGE-6198544,Ingersoll,,ZTO_2
3485,11,C-171,"0.992"" Allied TA Pro Carbide Insert",2024-12-17 03:00:00,ALLI-TAP2-25.20,Allied,,ZTO_2
3487,11,C-172,"0.750"" Harvey Tool Lolipop Cutter - 1.5"" Neck Length - 4"" OAL",2024-12-17 03:00:00,HARV-23248-C3,Harvey Tool,,ZTO_2
3489,11,C-173,"3/8"" Ingersoll HiposFeedV Feedmill",2024-12-17 03:00:00,INGE-6342978,Ingersoll,,ZTO_2
3491,11,C-174,"1""-8 UNC Emuge Solid Carbide Threadmill",2024-12-17 03:00:00,EMUG-GFR15106.5018,Emuge-Franken,,ZTO_2
3493,11,C-175,"3/8"" OSG HY-PRO CARB VGM5 Bull Endmill - .03r - 1.5"" Flute Length - 4"" OAL - 5 Flutes",2024-12-17 03:00:00,OSG-VGM5-0118,OSG,,ZTO_2
3495,11,C-176,8mm T05 Ingersoll Chip Surfer 60 Degree Engraving Tip,2024-12-17 03:00:00,INGE-2928034,Ingersoll,,ZTO_2
3497,11,C-177,"1.26"" Carmex Helical Indexable Threadmill - 7"" OAL",2024-12-17 03:00:00,SR126H32P-6,Carmex,,ZTO_2
3499,11,C-178,"0.093"" Garr Ball Endmill - .375"" Flute Length - 1.5"" OAL",2024-12-17 03:00:00,GARR-18057,Garr Tool,,ZTO_2
3501,11,C-179,"3/16"" OSG HY-PRO CARB Bull Endmill - .03r - .438"" Flute Length - 2"" OAL",2024-12-17 03:00:00,OSG-VG434-1876,OSG,,ZTO_2
3503,11,C-180,"1/4"" Garr Ball Endmill - 1/2"" Flute Length - 2"" OAL",2024-12-17 03:00:00,GARR-04097,Garr Tool,,ZTO_2
3505,11,C-181,"3/8"" Insert for Moldino IAPRF Bullmill - .06r",2024-12-17 03:00:00,MOLD-IZCFW060-R1.6,Moldino,,ZTO_2
3507,11,C-182,"3/16"" Garr Square Endmill - 1"" Flute Length - 3"" OAL",2024-12-17 03:00:00,GARR-42047,Garr Tool,,ZTO_2
3509,11,C-183,"0.984"" MEL Insert for Sumitomo SMD Drill",2024-12-17 03:00:00,SUMI-SMDT09844MEL,Sumitomo,,ZTO_2
3511,11,C-184,"0.018"" Harvey Toll Square Endmill - .054"" Flute Length - 1.5"" OAL",2024-12-17 03:00:00,HARV-73018-C3,Harvey Tool,,ZTO_2
3513,11,C-104,"1/2"" Insert for Moldino IABPFN Ballmill",2024-12-17 03:00:00,MOLD-IZDFG120N-ST ATH80D,Moldino,,ZTO_2
3515,11,C-185,"3/4"" Insert for Moldino IABPFN Ballmill",2024-12-17 03:00:00,MOLD-IZDFG120N-ST ATH80D,Moldino,,ZTO_4
3520,11,C-186,6mm Garr Ball Endmill - 38mm Flute - 150mm OAL,2024-12-17 03:00:00,GARR-99137,Garr Tool,,ZTO_4
3522,11,C-187,"0.910"" T08 Ingersoll Chip Surfer Convex Cutter Tip",2024-12-17 03:00:00,INGE-2929510,Ingersoll,,ZTO_4
3524,11,C-188,"1/4"" Garr Square Endmill - 1"" Flute - 4"" OAL",2024-12-17 03:00:00,GARR-42097,Garr Tool,,ZTO_4
3526,11,C-189,"5/16"" Garr Ball Endmill - 1.625"" Flute - 4"" OAL",2024-12-17 03:00:00,GARR-44137,Garr Tool,,ZTO_4
3528,11,C-191,"3/8"" Garr Bull Endmill - .03r - 2"" Flute - 4"" OAL",2024-12-17 03:00:00,GARR-20587,Garr Tool,,ZTO_4
3530,11,C-192,"1/4"" Garr Ball Endmill - 1.5"" Flute - 6"" OAL",2024-12-17 03:00:00,GARR-44107,Garr Tool,,ZTO_4
3532,11,C-193,"1/2"" Garr Bull Endmill - .06r - 2"" Flute - 4"" OAL",2024-12-17 03:00:00,GARR-20817,Garr Tool,,ZTO_4
3534,11,C-194,"5/16"" Garr Ball Endmill - 1.5"" Flute - 6"" OAL",2024-12-17 03:00:00,GARR-44147,Garr Tool,,ZTO_4
3536,11,C-195,"3/16"" Garr Bull Endmill - .03r - 1"" Flute - 4"" OAL",2024-12-17 03:00:00,GARR-20247,Garr Tool,,ZTO_4
3538,11,C-196,"6mm Millstar Ball Endmill - 6"" OAL",2024-12-17 03:00:00,MILL-BM-6.0-LL-HSN,Millstar,,ZTO_1
3540,11,C-197,"5/16"" Garr Bull Endmill - .03r - 1"" Flute - 4"" OAL",2024-12-17 03:00:00,GARR-20447,Garr Tool,,ZTO_4
3542,11,C-198,"3/8"" Garr Bull Endmill",2024-12-17 03:00:00,GARR-20677,Garr Tool,,ZTO_4
3544,11,C-199,"0.405"" OSG HY-PRO Carbide Drill - 5D",2024-12-17 03:00:00,OSG-HP245-2055,OSG,,ZTO_4
3546,11,C-200,M14x2.0 OSG A-Brand Form Tap,2024-12-17 03:00:00,OSG-1635014022,OSG,,ZTO_4
3548,11,C-201,"1/4"" Garr Bull Endmill - .06r - 1"" Flute - 6"" OAL",2024-12-17 03:00:00,GARR-20417,Garr Tool,,ZTO_4
3550,11,C-202,"0.579"" OSG HY-PRO Carbide Drill - 5D",2024-12-17 03:00:00,OSG-HP245-5787,OSG,,ZTO_4
3552,11,C-203,"0.464"" OSG HY-PRO Carbide Drill - 5D",2024-12-17 03:00:00,OSG-HP245-4646,OSG,,ZTO_4
3554,11,C-204,"3/16"" Garr Ball Endmill - 1"" Flute Length - 4"" OAL",2024-12-17 03:00:00,GARR-44067,Garr Tool,,ZTO_4
3556,11,C-205,"1/2"" Uncoated Garr Square Endmill - 3"" Flute - 6"" OAL",2024-12-17 03:00:00,GARR-42270,Garr Tool,,ZTO_4
